1.129852	-.1193953	2.401754
.9773829	-.1682157	3.040502
.8299203	-.2422056	3.967241
.7295976	-.3167301	4.943761
.6537712	-.3932366	5.970915
.5961549	-.4587319	6.967515
.5531573	-.5299848	7.926477
.5157344	-.5922242	8.885901
.4854948	-.6696413	9.770029
.4622877	-.74006	10.47228
.4540367	-.7671	10.59559
.482518	-.7327558	9.218833
.6238906	-.4821441	5.603281
1.097863	-.0989319	2.571671
.9602889	-.1648214	3.214297
.8004184	-.2998143	4.392592
.6805193	-.4367929	5.864077
.5957377	-.5631123	7.366807
.5396484	-.6572952	8.718184
.49733	-.7473929	10.00965
.4638692	-.8076576	11.21767
.4396861	-.8724116	12.13806
.4283784	-.8880708	12.38565
.4503147	-.8347523	10.79076
.5122844	-.7020951	8.123045
.6347838	-.43365	5.269649
1.03529	-.1402975	2.879263
.9287392	-.2079815	3.449216
.7668018	-.4117887	4.843057
.6502613	-.5997064	6.517156
.5778416	-.7463787	8.041117
.5280437	-.8804392	9.387181
.4912524	-1.001606	10.55857
.4666973	-1.09493	11.48998
.4486325	-1.15856	12.20521
.4452758	-1.109551	12.03385
.474129	-.9131662	10.21521
.5366252	-.6822518	7.615025
.6645653	-.40955	4.958044
