4.88240600000000	3.41087800000000	3.69590800000000	3.65561200000000	4.29933700000000	3.54754100000000	2.63253700000000	2.10401200000000
8.33071387917537	6.90204979208738	7.17201107284014	6.80149370139080	7.26049162499509	6.34015883905630	4.69620927546851	3.83489850046193
11.3673891934177	10.6450328643136	11.0864391613339	10.3902114590772	10.8950484587943	10.0807491773793	7.81142756608310	6.35984109526271
14.2057233082890	14.9744394268652	16.4179929078694	15.9283548479158	16.8564887403450	15.9691731503556	12.7920905834754	10.3662378737868
17.4580346108084	19.8355305749420	22.7756495570660	23.2083361142498	24.7585359039799	23.9465059649550	19.9357108193926	15.8754772711192
20.5043522332739	24.0959295338860	28.3715790548069	30.2194886150945	32.6500551626134	32.2106554415590	27.6083909912388	22.0856009641065
23.2641992543918	28.2832209968255	33.9426207234568	36.8857442385121	40.5051062981676	40.8376287727873	35.8216631769393	28.6282056875325
25.7834539861185	32.4992886955565	39.5498045613484	43.9191888572663	48.9945098433976	49.9916734740895	44.7597226091227	35.7607275603944
28.1346460066664	36.8470552429183	46.3603367414450	52.0809557546065	58.4701125886143	61.0474570364201	55.2972729022119	43.6406374326793
30.6323950224942	42.2654768216713	54.3771519686481	62.0802779646407	70.8059427512671	75.1426051973441	69.5312547676895	55.8534117689257
32.8709710734723	49.5113343347346	66.0658500149295	78.0432481868542	91.7046135708954	98.5075468517660	94.8255863961812	78.6176847544276
33.4800447171879	57.5389568146530	83.1183443518984	103.532785980167	128.709608234850	139.720889153256	136.151655090206	117.467947164978
32.1874550884308	63.2873282925392	100.254176201234	136.246193910345	180.064293926060	194.085784041174	189.477276387852	165.402547133574
30.8543231718646	68.8833889337210	128.035287038856	193.081741943975	268.549947939339	296.764487859977	292.297729061407	254.154944329971
30.5490600000000	89.0875500000000	235.603600000000	427.037100000000	701.437400000000	862.700200000000	849.580500000000	708.379100000000
